AQI.Value,AQI.Category,CO.AQI.Value,CO.AQI.Category,Ozone.AQI.Value,Ozone.AQI.Category,NO2.AQI.Value,NO2.AQI.Category,PM2.5.AQI.Value,PM2.5.AQI.Category
390,6,2,1,92,2,1,1,310,6
62,2,0,1,25,1,0,1,62,2
42,1,1,1,37,1,0,1,42,1
73,2,3,1,33,1,1,1,73,2
50,1,1,1,44,1,0,1,50,1
53,2,1,1,16,1,0,1,53,2
50,1,1,1,32,1,0,1,50,1
63,2,1,1,45,1,0,1,63,2
34,1,1,1,34,1,2,1,26,1
65,2,1,1,32,1,1,1,65,2
33,1,1,1,27,1,1,1,33,1
33,1,1,1,28,1,2,1,33,1
32,1,1,1,32,1,2,1,26,1
38,1,0,1,38,1,0,1,17,1
35,1,1,1,35,1,1,1,25,1
37,1,1,1,37,1,0,1,24,1
59,2,1,1,51,2,3,1,59,2
54,2,1,1,39,1,0,1,54,2
39,1,1,1,39,1,0,1,37,1
66,2,1,1,20,1,0,1,66,2
61,2,1,1,33,1,1,1,61,2
57,2,1,1,26,1,8,1,57,2
33,1,1,1,33,1,0,1,27,1
42,1,1,1,42,1,1,1,35,1
41,1,1,1,40,1,0,1,41,1
33,1,0,1,33,1,1,1,24,1
37,1,1,1,7,1,3,1,37,1
32,1,1,1,32,1,1,1,32,1
35,1,1,1,31,1,1,1,35,1
58,2,1,1,32,1,1,1,58,2
92,2,2,1,92,2,2,1,77,2
34,1,1,1,34,1,2,1,26,1
128,3,4,1,4,1,32,1,128,3
47,1,1,1,47,1,2,1,34,1
40,1,1,1,32,1,8,1,40,1
33,1,1,1,31,1,1,1,33,1
31,1,1,1,31,1,2,1,27,1
75,2,0,1,33,1,0,1,75,2
37,1,1,1,29,1,4,1,37,1
89,2,2,1,85,2,3,1,89,2
49,1,1,1,37,1,0,1,49,1
12,1,0,1,10,1,0,1,12,1
35,1,1,1,15,1,0,1,35,1
39,1,1,1,39,1,0,1,25,1
25,1,0,1,25,1,0,1,20,1
31,1,1,1,31,1,3,1,29,1
108,3,0,1,30,1,0,1,108,3
30,1,1,1,20,1,0,1,30,1
33,1,1,1,33,1,2,1,27,1
302,6,1,1,88,2,1,1,283,5
27,1,0,1,27,1,0,1,20,1
30,1,1,1,30,1,3,1,29,1
56,2,1,1,20,1,6,1,56,2
86,2,3,1,86,2,2,1,81,2
39,1,1,1,6,1,2,1,39,1
59,2,2,1,27,1,12,1,59,2
55,2,1,1,24,1,3,1,55,2
112,3,4,1,18,1,3,1,112,3
67,2,1,1,32,1,4,1,67,2
11,1,1,1,11,1,0,1,11,1
186,4,6,1,84,2,15,1,186,4
45,1,1,1,24,1,2,1,45,1
38,1,1,1,29,1,0,1,38,1
63,2,1,1,29,1,1,1,63,2
14,1,0,1,11,1,1,1,14,1
20,1,0,1,20,1,0,1,17,1
40,1,1,1,21,1,3,1,40,1
29,1,1,1,29,1,0,1,8,1
63,2,1,1,41,1,3,1,63,2
69,2,1,1,38,1,5,1,69,2
160,4,3,1,134,3,1,1,160,4
82,2,1,1,45,1,2,1,82,2
38,1,1,1,38,1,1,1,32,1
157,4,1,1,40,1,0,1,157,4
141,3,0,1,28,1,0,1,141,3
17,1,0,1,14,1,7,1,17,1
34,1,0,1,24,1,0,1,34,1
66,2,1,1,38,1,0,1,66,2
50,1,1,1,15,1,0,1,50,1
164,4,4,1,143,3,1,1,164,4
33,1,1,1,32,1,3,1,33,1
59,2,1,1,35,1,2,1,59,2
59,2,1,1,4,1,4,1,59,2
62,2,1,1,40,1,1,1,62,2
133,3,3,1,42,1,3,1,133,3
27,1,0,1,27,1,0,1,15,1
38,1,1,1,29,1,1,1,38,1
88,2,1,1,45,1,0,1,88,2
19,1,0,1,15,1,0,1,19,1
65,2,2,1,21,1,16,1,65,2
57,2,1,1,25,1,8,1,57,2
32,1,1,1,32,1,1,1,13,1
31,1,1,1,31,1,3,1,25,1
61,2,1,1,33,1,1,1,61,2
163,4,5,1,4,1,18,1,163,4
90,2,2,1,22,1,12,1,90,2
36,1,1,1,31,1,2,1,36,1
44,1,0,1,23,1,0,1,44,1
25,1,1,1,15,1,1,1,25,1
42,1,1,1,42,1,0,1,37,1
34,1,1,1,34,1,3,1,30,1
32,1,1,1,8,1,1,1,32,1
66,2,2,1,23,1,11,1,66,2
43,1,1,1,33,1,0,1,43,1
61,2,1,1,47,1,1,1,61,2
56,2,1,1,17,1,0,1,56,2
58,2,1,1,19,1,11,1,58,2
38,1,1,1,37,1,1,1,38,1
169,4,4,1,141,3,1,1,169,4
39,1,1,1,39,1,0,1,26,1
50,1,1,1,19,1,11,1,50,1
46,1,1,1,46,1,0,1,11,1
38,1,0,1,32,1,2,1,38,1
35,1,0,1,35,1,2,1,32,1
38,1,1,1,38,1,1,1,31,1
43,1,1,1,43,1,3,1,31,1
47,1,1,1,31,1,7,1,47,1
48,1,1,1,24,1,8,1,48,1
73,2,1,1,36,1,2,1,73,2
63,2,1,1,22,1,2,1,63,2
49,1,2,1,49,1,0,1,41,1
32,1,1,1,32,1,2,1,32,1
35,1,0,1,11,1,1,1,35,1
123,3,1,1,47,1,0,1,123,3
49,1,1,1,49,1,0,1,20,1
59,2,2,1,4,1,4,1,59,2
44,1,1,1,17,1,0,1,44,1
74,2,3,1,50,1,4,1,74,2
31,1,1,1,31,1,5,1,26,1
54,2,0,1,23,1,0,1,54,2
44,1,1,1,9,1,5,1,44,1
41,1,1,1,30,1,0,1,41,1
171,4,3,1,157,4,0,1,171,4
28,1,1,1,21,1,0,1,28,1
33,1,1,1,33,1,3,1,16,1
168,4,3,1,119,3,1,1,168,4
52,2,1,1,46,1,0,1,52,2
64,2,1,1,36,1,2,1,64,2
125,3,1,1,32,1,1,1,125,3
31,1,1,1,31,1,0,1,19,1
34,1,1,1,34,1,0,1,15,1
25,1,0,1,25,1,3,1,13,1
46,1,1,1,20,1,4,1,46,1
83,2,2,1,38,1,4,1,83,2
33,1,1,1,33,1,4,1,26,1
97,2,3,1,21,1,11,1,97,2
72,2,1,1,42,1,1,1,72,2
27,1,0,1,22,1,0,1,27,1
65,2,1,1,40,1,4,1,65,2
36,1,1,1,36,1,0,1,30,1
176,4,5,1,176,4,8,1,173,4
74,2,2,1,13,1,16,1,74,2
55,2,1,1,29,1,2,1,55,2
147,3,1,1,40,1,0,1,147,3
129,3,0,1,27,1,0,1,129,3
80,2,2,1,49,1,2,1,80,2
36,1,1,1,18,1,0,1,36,1
42,1,1,1,18,1,1,1,42,1
37,1,1,1,15,1,3,1,37,1
61,2,1,1,44,1,1,1,61,2
78,2,2,1,62,2,1,1,78,2
52,2,4,1,10,1,1,1,52,2
55,2,1,1,40,1,0,1,55,2
55,2,2,1,15,1,2,1,55,2
105,3,3,1,83,2,1,1,105,3
55,2,2,1,24,1,13,1,55,2
55,2,1,1,26,1,2,1,55,2
78,2,1,1,14,1,0,1,78,2
61,2,1,1,24,1,7,1,61,2
61,2,1,1,16,1,4,1,61,2
57,2,1,1,18,1,3,1,57,2
49,1,0,1,49,1,0,1,47,1
150,4,2,1,150,4,3,1,86,2
64,2,1,1,27,1,3,1,64,2
162,4,1,1,63,2,0,1,162,4
149,3,1,1,34,1,0,1,149,3
148,3,3,1,148,3,1,1,115,3
157,4,2,1,42,1,2,1,157,4
51,2,1,1,26,1,3,1,51,2
54,2,2,1,41,1,0,1,54,2
30,1,0,1,30,1,4,1,26,1
45,1,1,1,38,1,2,1,45,1
67,2,1,1,18,1,3,1,67,2
84,2,2,1,16,1,16,1,84,2
82,2,3,1,1,1,6,1,82,2
60,2,1,1,43,1,2,1,60,2
43,1,1,1,32,1,5,1,43,1
30,1,1,1,30,1,6,1,27,1
86,2,2,1,18,1,18,1,86,2
70,2,2,1,20,1,17,1,70,2
45,1,1,1,7,1,3,1,45,1
34,1,0,1,24,1,0,1,34,1
48,1,1,1,19,1,1,1,48,1
44,1,1,1,33,1,0,1,44,1
71,2,3,1,8,1,16,1,71,2
43,1,1,1,29,1,1,1,43,1
98,2,3,1,8,1,10,1,98,2
55,2,1,1,43,1,1,1,55,2
51,2,2,1,26,1,12,1,51,2
50,1,1,1,27,1,4,1,50,1
38,1,0,1,16,1,3,1,38,1
89,2,1,1,36,1,2,1,89,2
95,2,1,1,31,1,1,1,95,2
28,1,1,1,27,1,5,1,28,1
58,2,1,1,25,1,1,1,58,2
50,1,0,1,23,1,0,1,50,1
53,2,2,1,8,1,6,1,53,2
21,1,0,1,15,1,0,1,21,1
34,1,1,1,27,1,2,1,34,1
77,2,2,1,12,1,19,1,77,2
59,2,2,1,35,1,6,1,59,2
77,2,2,1,9,1,25,1,77,2
61,2,1,1,43,1,0,1,61,2
59,2,1,1,22,1,5,1,59,2
66,2,1,1,35,1,2,1,66,2
33,1,1,1,33,1,2,1,17,1
51,2,1,1,20,1,8,1,51,2
41,1,1,1,8,1,1,1,41,1
100,3,1,1,29,1,1,1,100,3
46,1,1,1,27,1,0,1,46,1
130,3,3,1,34,1,11,1,130,3
86,2,2,1,84,2,1,1,86,2
25,1,0,1,7,1,0,1,25,1
58,2,1,1,25,1,5,1,58,2
167,4,3,1,167,4,1,1,165,4
69,2,2,1,32,1,13,1,69,2
45,1,1,1,38,1,1,1,45,1
74,2,1,1,41,1,1,1,74,2
81,2,1,1,44,1,1,1,81,2
35,1,1,1,35,1,1,1,21,1
30,1,1,1,27,1,1,1,30,1
42,1,1,1,32,1,2,1,42,1
52,2,1,1,28,1,1,1,52,2
150,4,1,1,31,1,1,1,150,4
37,1,1,1,37,1,0,1,23,1
33,1,1,1,18,1,0,1,33,1
55,2,1,1,29,1,6,1,55,2
63,2,1,1,31,1,4,1,63,2
22,1,1,1,22,1,0,1,19,1
49,1,1,1,8,1,2,1,49,1
178,4,4,1,178,4,5,1,116,3
74,2,2,1,24,1,3,1,74,2
326,6,3,1,78,2,7,1,326,6
500,6,1,1,37,1,0,1,334,6
82,2,0,1,42,1,0,1,82,2
74,2,1,1,34,1,1,1,74,2
28,1,1,1,28,1,0,1,14,1
41,1,1,1,41,1,0,1,17,1
31,1,1,1,28,1,2,1,31,1
172,4,1,1,71,2,0,1,172,4
38,1,1,1,26,1,3,1,38,1
51,2,1,1,37,1,2,1,51,2
24,1,1,1,24,1,4,1,23,1
64,2,2,1,13,1,17,1,64,2
57,2,1,1,36,1,1,1,57,2
49,1,1,1,34,1,4,1,49,1
49,1,1,1,12,1,11,1,49,1
102,3,4,1,22,1,2,1,102,3
96,2,3,1,7,1,12,1,96,2
41,1,1,1,32,1,6,1,41,1
31,1,0,1,28,1,2,1,31,1
500,6,1,1,47,1,1,1,450,6
34,1,0,1,19,1,1,1,34,1
30,1,1,1,30,1,2,1,22,1
82,2,1,1,9,1,2,1,82,2
116,3,3,1,8,1,28,1,116,3
48,1,1,1,8,1,3,1,48,1
39,1,1,1,39,1,1,1,34,1
30,1,1,1,30,1,0,1,27,1
128,3,4,1,2,1,12,1,128,3
52,2,1,1,7,1,4,1,52,2
29,1,1,1,28,1,8,1,29,1
50,1,1,1,4,1,2,1,50,1
51,2,1,1,28,1,6,1,51,2
115,3,3,1,57,2,2,1,115,3
71,2,2,1,36,1,5,1,71,2
58,2,1,1,28,1,0,1,58,2
57,2,1,1,22,1,4,1,57,2
35,1,1,1,31,1,2,1,35,1
57,2,2,1,36,1,4,1,57,2
47,1,1,1,26,1,2,1,47,1
68,2,1,1,30,1,4,1,68,2
33,1,1,1,32,1,0,1,33,1
67,2,1,1,33,1,2,1,67,2
150,4,1,1,36,1,0,1,150,4
153,4,6,1,25,1,6,1,153,4
53,2,1,1,25,1,1,1,53,2
95,2,3,1,7,1,10,1,95,2
157,4,1,1,34,1,0,1,157,4
42,1,1,1,42,1,0,1,29,1
101,3,0,1,22,1,0,1,101,3
184,4,9,1,31,1,3,1,184,4
42,1,1,1,15,1,4,1,42,1
42,1,1,1,42,1,0,1,28,1
38,1,0,1,23,1,0,1,38,1
177,4,4,1,177,4,1,1,177,4
59,2,1,1,14,1,5,1,59,2
29,1,1,1,29,1,0,1,6,1
160,4,1,1,49,1,0,1,160,4
78,2,1,1,36,1,3,1,78,2
35,1,1,1,35,1,0,1,32,1
154,4,2,1,32,1,2,1,154,4
29,1,0,1,27,1,1,1,29,1
49,1,1,1,49,1,0,1,47,1
27,1,0,1,16,1,1,1,27,1
35,1,0,1,21,1,1,1,35,1
106,3,4,1,25,1,2,1,106,3
36,1,0,1,28,1,2,1,36,1
82,2,3,1,2,1,6,1,82,2
500,6,1,1,41,1,0,1,474,6
154,4,0,1,39,1,0,1,154,4
61,2,1,1,26,1,2,1,61,2
51,2,1,1,41,1,0,1,51,2
31,1,1,1,29,1,3,1,31,1
29,1,1,1,27,1,2,1,29,1
62,2,0,1,42,1,0,1,62,2
47,1,1,1,47,1,1,1,23,1
147,3,3,1,147,3,1,1,128,3
64,2,1,1,37,1,0,1,64,2
117,3,2,1,117,3,0,1,98,2
175,4,1,1,47,1,0,1,175,4
68,2,1,1,51,2,0,1,68,2
46,1,1,1,46,1,1,1,41,1
233,5,3,1,172,4,2,1,233,5
61,2,1,1,31,1,0,1,61,2
64,2,1,1,29,1,1,1,64,2
85,2,2,1,8,1,9,1,85,2
30,1,0,1,14,1,0,1,30,1
50,1,1,1,24,1,3,1,50,1
56,2,2,1,44,1,3,1,56,2
139,3,2,1,29,1,3,1,139,3
35,1,1,1,27,1,3,1,35,1
34,1,0,1,34,1,0,1,30,1
51,2,2,1,40,1,0,1,51,2
27,1,1,1,27,1,0,1,10,1
170,4,8,1,8,1,8,1,170,4
152,4,3,1,7,1,11,1,152,4
60,2,1,1,17,1,0,1,60,2
39,1,1,1,39,1,1,1,18,1
30,1,1,1,28,1,2,1,30,1
32,1,0,1,32,1,1,1,15,1
31,1,1,1,28,1,2,1,31,1
54,2,1,1,29,1,3,1,54,2
46,1,1,1,41,1,0,1,46,1
79,2,2,1,30,1,7,1,79,2
46,1,1,1,18,1,3,1,46,1
108,3,2,1,20,1,2,1,108,3
36,1,0,1,36,1,1,1,28,1
115,3,2,1,47,1,1,1,115,3
74,2,0,1,24,1,0,1,74,2
30,1,1,1,30,1,1,1,28,1
58,2,1,1,27,1,9,1,58,2
38,1,1,1,38,1,2,1,30,1
73,2,1,1,39,1,0,1,73,2
38,1,1,1,26,1,3,1,38,1
80,2,1,1,18,1,9,1,80,2
61,2,1,1,33,1,4,1,61,2
39,1,1,1,39,1,0,1,28,1
20,1,1,1,20,1,0,1,18,1
94,2,1,1,22,1,1,1,94,2
48,1,1,1,23,1,3,1,48,1
85,2,1,1,18,1,1,1,85,2
67,2,1,1,37,1,1,1,67,2
31,1,1,1,31,1,0,1,9,1
72,2,2,1,3,1,6,1,72,2
21,1,0,1,15,1,0,1,21,1
65,2,1,1,18,1,0,1,65,2
51,2,1,1,22,1,0,1,51,2
61,2,1,1,23,1,4,1,61,2
44,1,1,1,44,1,1,1,34,1
16,1,1,1,16,1,1,1,15,1
37,1,1,1,26,1,1,1,37,1
235,5,4,1,203,5,3,1,235,5
67,2,1,1,31,1,1,1,67,2
50,1,1,1,50,1,0,1,22,1
50,1,1,1,32,1,5,1,50,1
99,2,2,1,18,1,8,1,99,2
44,1,1,1,15,1,2,1,44,1
70,2,2,1,26,1,10,1,70,2
54,2,1,1,46,1,0,1,54,2
106,3,3,1,53,2,6,1,106,3
159,4,1,1,39,1,0,1,159,4
36,1,1,1,36,1,1,1,36,1
97,2,0,1,29,1,0,1,97,2
152,4,1,1,23,1,1,1,152,4
23,1,0,1,23,1,1,1,13,1
51,2,1,1,21,1,5,1,51,2
35,1,1,1,35,1,0,1,18,1
57,2,2,1,3,1,9,1,57,2
53,2,1,1,18,1,6,1,53,2
38,1,1,1,23,1,3,1,38,1
58,2,1,1,37,1,1,1,58,2
42,1,1,1,26,1,0,1,42,1
42,1,1,1,21,1,0,1,42,1
380,6,3,1,148,3,1,1,327,6
425,6,1,1,93,2,1,1,379,6
94,2,3,1,36,1,0,1,94,2
25,1,0,1,25,1,0,1,15,1
97,2,3,1,14,1,33,1,97,2
67,2,1,1,24,1,1,1,67,2
61,2,1,1,45,1,4,1,61,2
62,2,1,1,45,1,4,1,62,2
27,1,1,1,11,1,1,1,27,1
152,4,2,1,129,3,1,1,152,4
57,2,1,1,34,1,1,1,57,2
32,1,0,1,16,1,0,1,32,1
47,1,1,1,33,1,1,1,47,1
43,1,1,1,43,1,1,1,26,1
39,1,1,1,25,1,3,1,39,1
36,1,0,1,36,1,0,1,29,1
129,3,1,1,52,2,2,1,129,3
162,4,0,1,29,1,0,1,162,4
38,1,2,1,14,1,0,1,38,1
292,5,2,1,140,3,1,1,292,5
31,1,1,1,31,1,1,1,28,1
154,4,1,1,41,1,0,1,154,4
84,2,2,1,34,1,0,1,84,2
55,2,1,1,14,1,0,1,55,2
55,2,1,1,23,1,0,1,55,2
57,2,1,1,37,1,0,1,57,2
500,6,1,1,56,2,1,1,403,6
56,2,1,1,45,1,0,1,56,2
46,1,0,1,20,1,0,1,46,1
51,2,1,1,49,1,0,1,51,2
199,4,1,1,56,2,1,1,199,4
79,2,1,1,18,1,0,1,79,2
64,2,1,1,34,1,1,1,64,2
96,2,3,1,2,1,6,1,96,2
71,2,2,1,3,1,7,1,71,2
30,1,1,1,30,1,3,1,21,1
82,2,1,1,30,1,1,1,82,2
54,2,1,1,27,1,0,1,54,2
60,2,2,1,14,1,2,1,60,2
26,1,0,1,26,1,0,1,17,1
54,2,1,1,45,1,0,1,54,2
83,2,1,1,28,1,18,1,83,2
168,4,4,1,11,1,8,1,168,4
30,1,0,1,30,1,0,1,24,1
69,2,1,1,56,2,0,1,69,2
72,2,1,1,46,1,0,1,72,2
42,1,1,1,42,1,0,1,22,1
38,1,1,1,32,1,2,1,38,1
24,1,0,1,10,1,0,1,24,1
166,4,4,1,66,2,9,1,166,4
103,3,2,1,26,1,12,1,103,3
44,1,1,1,32,1,4,1,44,1
59,2,1,1,16,1,1,1,59,2
84,2,1,1,11,1,0,1,84,2
40,1,1,1,40,1,0,1,9,1
35,1,1,1,35,1,0,1,14,1
37,1,0,1,37,1,0,1,33,1
42,1,1,1,42,1,0,1,31,1
40,1,1,1,27,1,0,1,40,1
150,4,3,1,23,1,10,1,150,4
63,2,1,1,63,2,0,1,57,2
115,3,1,1,42,1,0,1,115,3
72,2,2,1,27,1,3,1,72,2
80,2,3,1,2,1,21,1,80,2
80,2,2,1,27,1,14,1,80,2
23,1,0,1,23,1,1,1,12,1
98,2,1,1,56,2,0,1,98,2
160,4,6,1,9,1,12,1,160,4
33,1,1,1,33,1,0,1,15,1
57,2,1,1,43,1,1,1,57,2
139,3,1,1,49,1,0,1,139,3
50,1,1,1,47,1,0,1,50,1
52,2,1,1,33,1,1,1,52,2
53,2,1,1,39,1,4,1,53,2
36,1,1,1,36,1,1,1,9,1
193,4,13,1,5,1,25,1,193,4
41,1,1,1,41,1,1,1,31,1
52,2,1,1,36,1,1,1,52,2
129,3,3,1,39,1,7,1,129,3
22,1,0,1,22,1,0,1,14,1
29,1,1,1,29,1,0,1,9,1
42,1,1,1,22,1,0,1,42,1
64,2,1,1,60,2,0,1,64,2
71,2,1,1,47,1,0,1,71,2
118,3,1,1,19,1,0,1,118,3
78,2,2,1,78,2,1,1,33,1
165,4,6,1,82,2,16,1,165,4
168,4,4,1,71,2,7,1,168,4
68,2,1,1,68,2,0,1,37,1
44,1,1,1,44,1,0,1,38,1
52,2,1,1,39,1,1,1,52,2
42,1,1,1,42,1,0,1,24,1
53,2,1,1,44,1,0,1,53,2
60,2,1,1,46,1,5,1,60,2
159,4,2,1,40,1,3,1,159,4
67,2,1,1,67,2,1,1,28,1
72,2,1,1,72,2,0,1,36,1
27,1,0,1,27,1,0,1,20,1
181,4,5,1,80,2,7,1,181,4
55,2,1,1,14,1,3,1,55,2
131,3,1,1,35,1,2,1,131,3
58,2,1,1,11,1,2,1,58,2
72,2,2,1,29,1,3,1,72,2
40,1,1,1,37,1,2,1,40,1
76,2,2,1,19,1,4,1,76,2
181,4,6,1,53,2,15,1,181,4
56,2,2,1,18,1,3,1,56,2
42,1,1,1,42,1,0,1,17,1
40,1,0,1,29,1,0,1,40,1
70,2,1,1,25,1,6,1,70,2
78,2,1,1,38,1,0,1,78,2
153,4,2,1,29,1,5,1,153,4
18,1,0,1,18,1,0,1,16,1
41,1,0,1,41,1,0,1,20,1
95,2,1,1,34,1,0,1,95,2
50,1,1,1,50,1,0,1,31,1
141,3,4,1,76,2,6,1,141,3
52,2,1,1,39,1,1,1,52,2
50,1,2,1,50,1,1,1,40,1
37,1,1,1,21,1,0,1,37,1
36,1,1,1,27,1,0,1,36,1
84,2,2,1,12,1,21,1,84,2
39,1,1,1,39,1,0,1,18,1
48,1,1,1,48,1,1,1,35,1
44,1,1,1,42,1,1,1,44,1
167,4,3,1,125,3,2,1,167,4
105,3,1,1,38,1,0,1,105,3
55,2,1,1,47,1,4,1,55,2
50,1,1,1,38,1,1,1,50,1
64,2,1,1,53,2,0,1,64,2
46,1,1,1,46,1,1,1,37,1
38,1,1,1,37,1,1,1,38,1
34,1,1,1,34,1,1,1,29,1
43,1,1,1,43,1,0,1,37,1
149,3,1,1,26,1,4,1,149,3
55,2,1,1,19,1,1,1,55,2
35,1,1,1,35,1,1,1,31,1
54,2,1,1,30,1,2,1,54,2
48,1,1,1,48,1,0,1,17,1
175,4,1,1,41,1,0,1,175,4
39,1,1,1,34,1,6,1,39,1
41,1,0,1,26,1,0,1,41,1
144,3,3,1,24,1,9,1,144,3
28,1,0,1,16,1,0,1,28,1
131,3,3,1,24,1,7,1,131,3
67,2,1,1,28,1,2,1,67,2
110,3,1,1,38,1,0,1,110,3
36,1,1,1,11,1,0,1,36,1
59,2,1,1,59,2,0,1,28,1
82,2,1,1,82,2,1,1,14,1
114,3,3,1,36,1,3,1,114,3
151,4,4,1,21,1,22,1,151,4
183,4,10,1,3,1,44,1,183,4
160,4,4,1,70,2,3,1,160,4
158,4,3,1,51,2,6,1,158,4
64,2,1,1,18,1,3,1,64,2
77,2,1,1,30,1,1,1,77,2
65,2,1,1,22,1,12,1,65,2
35,1,1,1,35,1,0,1,22,1
51,2,1,1,38,1,1,1,51,2
142,3,1,1,35,1,4,1,142,3
156,4,4,1,25,1,10,1,156,4
59,2,1,1,47,1,0,1,59,2
126,3,2,1,21,1,1,1,126,3
151,4,4,1,14,1,4,1,151,4
24,1,1,1,18,1,0,1,24,1
75,2,2,1,26,1,11,1,75,2
66,2,1,1,59,2,0,1,66,2
68,2,1,1,34,1,4,1,68,2
28,1,1,1,28,1,2,1,14,1
43,1,1,1,43,1,0,1,42,1
49,1,1,1,37,1,2,1,49,1
72,2,1,1,44,1,0,1,72,2
63,2,1,1,63,2,0,1,59,2
45,1,1,1,45,1,2,1,23,1
42,1,1,1,42,1,2,1,36,1
49,1,1,1,49,1,4,1,39,1
55,2,1,1,27,1,10,1,55,2
64,2,1,1,64,2,0,1,57,2
20,1,1,1,19,1,0,1,20,1
39,1,1,1,6,1,0,1,39,1
60,2,1,1,36,1,4,1,60,2
152,4,3,1,24,1,18,1,152,4
47,1,1,1,24,1,0,1,47,1
21,1,0,1,7,1,0,1,21,1
51,2,1,1,41,1,0,1,51,2
41,1,0,1,41,1,1,1,21,1
103,3,1,1,24,1,4,1,103,3
184,4,11,1,3,1,29,1,184,4
180,4,9,1,9,1,27,1,180,4
52,2,1,1,38,1,2,1,52,2
34,1,1,1,34,1,0,1,27,1
50,1,1,1,27,1,6,1,50,1
48,1,1,1,48,1,1,1,38,1
57,2,1,1,29,1,1,1,57,2
62,2,1,1,33,1,2,1,62,2
42,1,1,1,42,1,0,1,18,1
28,1,0,1,28,1,0,1,16,1
51,2,1,1,31,1,0,1,51,2
53,2,1,1,44,1,0,1,53,2
50,1,1,1,44,1,1,1,50,1
42,1,1,1,32,1,1,1,42,1
36,1,1,1,19,1,1,1,36,1
67,2,1,1,67,2,3,1,29,1
160,4,1,1,33,1,0,1,160,4
19,1,0,1,19,1,0,1,19,1
72,2,1,1,40,1,2,1,72,2
57,2,1,1,19,1,0,1,57,2
32,1,0,1,32,1,0,1,8,1
41,1,1,1,41,1,0,1,31,1
27,1,0,1,11,1,0,1,27,1
163,4,4,1,41,1,6,1,163,4
50,1,1,1,31,1,6,1,50,1
55,2,1,1,46,1,0,1,55,2
41,1,1,1,41,1,0,1,21,1
40,1,1,1,40,1,0,1,39,1
38,1,1,1,38,1,0,1,37,1
82,2,2,1,26,1,5,1,82,2
31,1,0,1,18,1,1,1,31,1
80,2,1,1,48,1,0,1,80,2
49,1,1,1,40,1,2,1,49,1
65,2,1,1,65,2,0,1,58,2
157,4,4,1,33,1,10,1,157,4
55,2,1,1,55,2,2,1,50,1
103,3,5,1,27,1,10,1,103,3
94,2,2,1,43,1,2,1,94,2
72,2,2,1,16,1,1,1,72,2
173,4,6,1,36,1,14,1,173,4
29,1,0,1,23,1,0,1,29,1
38,1,1,1,38,1,0,1,35,1
141,3,3,1,47,1,4,1,141,3
38,1,1,1,38,1,1,1,38,1
44,1,1,1,44,1,0,1,23,1
59,2,2,1,38,1,8,1,59,2
40,1,1,1,39,1,0,1,40,1
40,1,1,1,31,1,4,1,40,1
40,1,1,1,40,1,1,1,35,1
60,2,1,1,46,1,5,1,60,2
49,1,1,1,40,1,1,1,49,1
42,1,1,1,41,1,3,1,42,1
90,2,1,1,67,2,0,1,90,2
33,1,1,1,33,1,0,1,26,1
69,2,1,1,28,1,3,1,69,2
71,2,1,1,36,1,5,1,71,2
38,1,0,1,38,1,0,1,29,1
34,1,1,1,34,1,1,1,8,1
19,1,0,1,19,1,0,1,12,1
20,1,0,1,20,1,0,1,18,1
70,2,1,1,35,1,6,1,70,2
63,2,1,1,63,2,0,1,57,2
55,2,1,1,48,1,0,1,55,2
56,2,1,1,55,2,0,1,56,2
32,1,1,1,27,1,0,1,32,1
52,2,1,1,32,1,4,1,52,2
53,2,1,1,47,1,0,1,53,2
87,2,1,1,39,1,5,1,87,2
48,1,1,1,37,1,1,1,48,1
123,3,1,1,29,1,0,1,123,3
91,2,1,1,25,1,1,1,91,2
81,2,2,1,42,1,3,1,81,2
48,1,1,1,27,1,0,1,48,1
52,2,1,1,42,1,0,1,52,2
60,2,1,1,44,1,1,1,60,2
44,1,1,1,38,1,1,1,44,1
61,2,1,1,23,1,0,1,61,2
109,3,1,1,37,1,0,1,109,3
54,2,1,1,54,2,0,1,50,1
43,1,1,1,43,1,2,1,28,1
154,4,4,1,33,1,8,1,154,4
51,2,1,1,43,1,0,1,51,2
57,2,1,1,42,1,1,1,57,2
58,2,1,1,46,1,0,1,58,2
57,2,1,1,57,2,1,1,38,1
42,1,1,1,42,1,3,1,27,1
68,2,1,1,67,2,0,1,68,2
38,1,1,1,38,1,0,1,11,1
80,2,1,1,80,2,0,1,79,2
50,1,1,1,27,1,7,1,50,1
144,3,4,1,36,1,8,1,144,3
30,1,1,1,17,1,0,1,30,1
40,1,0,1,40,1,1,1,20,1
163,4,4,1,45,1,8,1,163,4
186,4,2,1,32,1,5,1,186,4
17,1,0,1,17,1,0,1,15,1
71,2,2,1,7,1,3,1,71,2
151,4,4,1,20,1,11,1,151,4
54,2,1,1,45,1,0,1,54,2
67,2,2,1,5,1,2,1,67,2
32,1,1,1,21,1,0,1,32,1
46,1,1,1,38,1,1,1,46,1
176,4,5,1,113,3,9,1,176,4
49,1,1,1,37,1,2,1,49,1
71,2,1,1,39,1,3,1,71,2
141,3,4,1,25,1,9,1,141,3
91,2,2,1,31,1,6,1,91,2
48,1,1,1,29,1,0,1,48,1
37,1,1,1,35,1,1,1,37,1
31,1,0,1,31,1,0,1,24,1
48,1,1,1,35,1,1,1,48,1
61,2,1,1,42,1,0,1,61,2
